record_class,_basis,scale,mode,replicate,frame,active_cycles,blocked_cycles,wall_cycles,latency_ns,active_wall_pct,equivalence_predicted,status
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,133,586000,469639,1055639,31989072,55.511401,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,134,525121,457102,982223,29764319,53.462503,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,135,623971,384890,1008861,30571541,61.849056,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,136,546982,494613,1041595,31563482,52.513885,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,137,533070,467300,1000370,30314239,53.287284,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,138,625816,474125,1099941,33331546,56.895415,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,139,516407,506669,1023076,31002303,50.475918,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,140,621837,406652,1028489,31166330,60.461220,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,141,536462,501869,1038331,31464575,51.665798,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,142,593624,445084,1038708,31475992,57.150229,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,143,605706,445153,1050859,31844205,57.639131,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,144,611154,381150,992304,30069804,61.589392,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,145,599217,430274,1029491,31196687,58.205171,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,146,588346,428416,1016762,30810965,57.864672,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,147,611828,448056,1059884,32117692,57.725940,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,148,585630,516800,1102430,33406983,53.121740,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,149,604716,465014,1069730,32416071,56.529779,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,150,655207,397370,1052577,31896283,62.247893,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,151,598993,385100,984093,29820987,60.867520,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,152,547356,584747,1132103,34306148,48.348604,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,153,612915,450860,1063775,32235612,57.616977,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,154,562493,490931,1053424,31921939,53.396638,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,155,623972,482471,1106443,33528587,56.394410,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,156,585818,462658,1048476,31771998,55.873287,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,157,620536,424379,1044915,31664098,59.386266,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,158,578205,404903,983108,29791164,58.813986,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,159,620783,369916,990699,30021185,62.661111,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,160,596111,505367,1101478,33378131,54.119193,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,161,551697,558176,1109873,33632520,49.708120,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,162,604641,369282,973923,29512815,62.083039,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,163,611629,488206,1099835,33328347,55.610978,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,164,630061,455081,1085142,32883087,58.062539,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,165,667592,379442,1047034,31728307,63.760298,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,166,633451,438413,1071864,32480735,59.098076,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,167,580862,455750,1036612,31412483,56.034659,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,168,604468,427331,1031799,31266646,58.583891,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,169,555541,484050,1039591,31502758,53.438420,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,170,614937,411849,1026786,31114716,59.889500,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,171,592245,449407,1041652,31565206,56.856321,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,172,585079,463683,1048762,31780663,55.787586,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,173,583144,429738,1012882,30693383,57.572748,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,174,578348,483415,1061763,32174626,54.470536,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,175,582788,436289,1019077,30881109,57.187828,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,176,597054,409253,1006307,30494160,59.331198,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,177,597662,438907,1036569,31411169,57.657715,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,178,649303,390297,1039600,31503021,62.457003,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,179,540906,527617,1068523,32379470,50.621840,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,180,606699,438276,1044975,31665910,58.058710,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,181,572695,473170,1045865,31692877,54.758023,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,182,579897,444019,1023916,31027748,56.635212,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,183,581741,416750,998491,30257311,58.262017,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,184,601784,464114,1065898,32299951,56.457935,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,185,571067,486450,1057517,32045977,54.000739,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,186,504123,515118,1019241,30886084,49.460628,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,187,598136,432046,1030182,31217622,58.061197,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,188,629035,450080,1079115,32700461,58.291748,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,189,600214,453202,1053416,31921704,56.977870,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,190,579409,478799,1058208,32066912,54.753791,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,191,591746,418137,1009883,30602508,58.595501,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,192,584617,412726,997343,30222510,58.617447,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,193,657675,414432,1072107,32488100,61.344157,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,194,600738,460750,1061488,32166292,56.593951,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,195,647387,385106,1032493,31287670,62.701345,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,196,583648,417662,1001310,30342736,58.288442,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,197,622139,422719,1044858,31662358,59.542924,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,198,571381,434981,1006362,30495823,56.776885,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,199,590852,471398,1062250,32189380,55.622688,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,200,588774,459111,1047885,31754103,56.186891,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,201,606445,437372,1043817,31630811,58.098786,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,202,590779,501431,1092210,33097275,54.090239,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,203,583662,524690,1108352,33586436,52.660346,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,204,620750,409404,1030154,31216775,60.257981,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,205,546325,522839,1069164,32398894,51.098335,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,206,572147,449759,1021906,30966852,55.988222,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,207,615847,386472,1002319,30373292,61.442216,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,208,612515,509504,1122019,34000561,54.590430,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,209,555921,491313,1047234,31734349,53.084697,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,210,614361,361051,975412,29557931,62.984770,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,211,586151,473837,1059988,32120857,55.297890,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,212,594190,449912,1044102,31639462,56.909191,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,213,620250,412576,1032826,31297743,60.053678,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,214,614458,480462,1094920,33179382,56.118986,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,215,571251,450399,1021650,30959098,55.914550,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,216,606219,445634,1051853,31874332,57.633434,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,217,582539,488601,1071140,32458792,54.384954,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,218,622149,330528,952677,28868999,65.305345,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,219,605925,435191,1041116,31548960,58.199567,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,220,562811,445940,1008751,30568212,55.792857,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,221,638162,421891,1060053,32122830,60.200952,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,222,654816,410207,1065023,32273435,61.483743,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,223,587456,469186,1056642,32019444,55.596503,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,224,600711,496970,1097681,33263058,54.725462,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,225,547467,478804,1026271,31099125,53.345267,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,226,559652,543740,1103392,33436121,50.721049,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,227,555556,520590,1076146,32610488,51.624594,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,228,616956,402678,1019634,30897995,60.507594,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,229,586572,442588,1029160,31186674,56.995219,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,230,634693,394673,1029366,31192910,61.658633,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,231,626609,434639,1061248,32159034,59.044540,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,232,648686,381710,1030396,31224127,62.955019,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,233,531099,572844,1103943,33452825,48.109277,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,234,584563,452482,1037045,31425592,56.368142,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,235,637187,383602,1020789,30932989,62.421029,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,236,625550,391701,1017251,30825785,61.494164,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,237,585955,410612,996567,30198990,58.797351,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,238,578903,477652,1056555,32016821,54.791563,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,239,597131,376424,973555,29501670,61.335107,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,240,559329,474878,1034207,31339613,54.082887,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,241,558341,499734,1058075,32062889,52.769511,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,242,603443,429443,1032886,31299561,58.423001,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,243,574102,425104,999206,30278981,57.455820,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,244,588159,449875,1038034,31455575,56.660861,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,245,597793,426851,1024644,31049832,58.341531,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,246,550680,472193,1022873,30996166,53.836596,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,247,588243,460249,1048492,31772485,56.103718,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,248,632760,392993,1025753,31083413,61.687365,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,249,585768,449072,1034840,31358796,56.604693,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,250,567130,461731,1028861,31177593,55.122120,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,251,565960,465568,1031528,31258412,54.866179,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,252,574862,535729,1110591,33654262,51.761810,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,253,612582,398753,1011335,30646529,60.571621,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,254,590796,523159,1113955,33756221,53.035895,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,255,591437,467612,1059049,32092394,55.846047,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,256,623117,409583,1032700,31293929,60.338627,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,257,612257,454377,1066634,32322240,57.400852,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,258,578597,466810,1045407,31678998,55.346578,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,259,588533,438054,1026587,31108704,57.329091,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,260,560947,533587,1094534,33167702,51.249847,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,261,607420,396811,1004231,30431251,60.486083,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,262,544742,539649,1084391,32860339,50.234832,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,263,632286,429246,1061532,32167640,59.563536,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,264,602497,463151,1065648,32292376,56.538088,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,265,602123,467203,1069326,32403821,56.308647,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,266,576349,462331,1038680,31475152,55.488601,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,267,585184,444078,1029262,31189763,56.854717,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,268,560461,471702,1032163,31277654,54.299660,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,269,636270,367446,1003716,30415627,63.391437,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,270,587398,456489,1043887,31632925,56.270267,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,271,683837,314075,997912,30239768,68.526784,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,272,587570,460691,1048261,31765476,56.051880,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,273,600254,424791,1025045,31061973,58.558795,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,274,581313,490614,1071927,32482631,54.230652,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,275,619555,406204,1025759,31083617,60.399665,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,276,587527,500954,1088481,32984284,53.976780,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,277,593194,460171,1053365,31920142,56.314193,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,278,633478,387657,1021135,30943497,62.036655,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,279,602808,381443,984251,29825780,61.245353,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,280,552030,467739,1019769,30902088,54.132848,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,281,575610,492480,1068090,32366375,53.891526,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,282,599785,452018,1051803,31872830,57.024462,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,283,658397,399536,1057933,32058582,62.234281,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,284,627128,428678,1055806,31994108,59.398033,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,285,611441,415052,1026493,31105846,59.566017,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,286,625938,388127,1014065,30729230,61.725629,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,287,648839,395038,1043877,31632641,62.156653,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,288,600937,455757,1056694,32021028,56.869538,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,289,594959,461502,1056461,32013964,56.316229,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,290,621231,446127,1067358,32344195,58.202684,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,291,527623,533810,1061433,32164635,49.708554,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,292,613143,480625,1093768,33144500,56.057866,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,293,596129,552193,1148322,34797635,51.913052,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,294,553664,553303,1106967,33544465,50.016306,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,295,584116,479270,1063386,32223823,54.929819,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,296,574945,501609,1076554,32622852,53.406053,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,297,667054,360704,1027758,31144177,64.903800,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,298,611657,431278,1042935,31604103,58.647663,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,299,621906,489609,1111515,33682283,55.951202,VERTIFIED,DATA
DATA,DATASET,S2,CPU_MATMUL,_RUN_1,300,634509,420522,1055031,31970635,60.141266,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,1,1740,643565,645305,19554695,0.269640,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,2,1775,678732,680507,20621411,0.260835,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,3,1796,660343,662139,20064825,0.271242,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,4,1674,654008,655682,19869138,0.255307,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,5,1719,656149,657868,19935395,0.261299,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,6,1769,675229,676998,20515076,0.261301,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,7,1763,672437,674200,20430317,0.261495,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,8,1778,645880,647658,19626009,0.274528,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,9,1741,687580,689321,20888508,0.252567,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,10,1755,667874,669629,20291787,0.262085,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,11,1759,653286,655045,19849840,0.268531,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,12,1772,692517,694289,21039057,0.255225,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,13,1700,651159,652859,19783601,0.260393,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,14,1792,674253,676045,20486217,0.265071,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,15,1756,659856,661612,20048834,0.265412,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,16,1764,683522,685286,20766249,0.257411,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,17,1775,660880,662655,20080466,0.267862,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,18,1744,658518,660262,20007935,0.264138,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,19,1776,656338,658114,19942847,0.269862,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,20,1753,661676,663429,20103902,0.264233,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,21,1811,648343,650154,19701639,0.278549,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,22,1757,670268,672025,20364408,0.261449,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,23,1763,645797,647560,19623020,0.272253,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,24,1814,667774,669588,20290542,0.270913,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,25,1784,654298,656082,19881262,0.271917,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,26,1728,707017,708745,21477132,0.243811,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,27,1787,660028,661815,20054992,0.270015,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,28,1756,665593,667349,20222698,0.263131,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,29,1744,645752,647496,19621093,0.269345,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,30,1761,690537,692298,20978722,0.254370,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,31,1719,662436,664155,20125924,0.258825,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,32,1734,651897,653631,19807005,0.265287,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,33,1773,693840,695613,21079194,0.254883,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,34,1730,641606,643336,19495020,0.268911,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,35,1749,642999,644748,19537813,0.271269,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,36,1734,677761,679495,20590748,0.255190,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,37,1774,660839,662613,20079174,0.267728,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,38,1760,673006,674766,20447460,0.260831,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,39,1740,685362,687102,20821285,0.253238,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,40,1783,673544,675327,20464468,0.264020,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,41,1802,635275,637077,19305362,0.282854,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,42,1778,663603,665381,20163048,0.267215,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,43,1720,650259,651979,19756945,0.263812,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,44,1757,676495,678252,20553085,0.259048,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,45,1757,655169,656926,19906835,0.267458,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,46,1722,668733,670455,20316812,0.256841,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,47,1770,678243,680013,20606461,0.260289,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,48,1750,660377,662127,20064463,0.264300,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,49,1745,662930,664675,20141681,0.262534,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,50,1756,664179,665935,20179834,0.263689,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,51,1750,660206,661956,20059284,0.264368,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,52,1775,652473,654248,19825684,0.271304,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,53,1774,656104,657878,19935710,0.269655,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,54,1747,663104,664851,20147000,0.262766,VERTIFIED,DATA
DATA,DATASET,S2,SCENE_CONTROLLER,_RUN_1,55,1752,641146,642898,19481767,0.272516,VERTIFIED,DATA
